"experiment","senID","item","type","sentence","selection","ID","w1","w2","w3"
"prior","19","PR-19","possessor","小明：“王刚把<font color=red> &nbsp?&nbsp</font>的作业遗漏了。”","Others","a527-fcab-ef96-1e26","xiaoming.png","wanggang.png","other.png"
"prior","2","PR-2","co-argument","李华：“王刚把<font color=red> &nbsp?&nbsp</font>出卖了。”","Speaker","a527-fcab-ef96-1e26","lihua.png","wanggang.png","other.png"
"prior","13","PR-13","co-argument","张伟：“王刚把<font color=red> &nbsp?&nbsp</font>吓坏了。”","Others","00b6-f979-881d-e687","zhangwei.png","wanggang.png","other.png"
"prior","15","PR-15","co-argument","张伟：“小明把<font color=red> &nbsp?&nbsp</font>逗笑了。”","Speaker","00b6-f979-881d-e687","zhangwei.png","xiaoming.png","other.png"
"prior","1","PR-1","co-argument","李华：“小明把<font color=red> &nbsp?&nbsp</font>弄糊涂了。”","Speaker","00b6-f979-881d-e687","lihua.png","xiaoming.png","other.png"
"prior","21","PR-21","possessor","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>的工作做完了。”","Clause Subject","00b6-f979-881d-e687","wanggang.png","zhangwei.png","other.png"
"prior","23","PR-23","possessor","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>的孩子搂在了怀里。”","Clause Subject","00b6-f979-881d-e687","wanggang.png","zhangwei.png","other.png"
"prior","20","PR-20","possessor","王刚：“李华把<font color=red> &nbsp?&nbsp</font>的遭遇讲给了别人听。”","Clause Subject","00b6-f979-881d-e687","wanggang.png","lihua.png","other.png"
"prior","5","PR-5","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>弄伤了。”","Clause Subject","00b6-f979-881d-e687","xiaoming.png","lihua.png","other.png"
"prior","11","PR-11","co-argument","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>置于危险中了。”","Others","00b6-f979-881d-e687","wanggang.png","zhangwei.png","other.png"
"prior","27","PR-27","possessor","李华：“小明把<font color=red> &nbsp?&nbsp</font>的房间打扫干净了。”","Clause Subject","00b6-f979-881d-e687","lihua.png","xiaoming.png","other.png"
"prior","16","PR-16","possessor","小明：“王刚把<font color=red> &nbsp?&nbsp</font>的照片发到了朋友圈。”","Speaker","00b6-f979-881d-e687","xiaoming.png","wanggang.png","other.png"
"prior","6","PR-6","co-argument","小明：“张伟把   <font color=red> &nbsp?&nbsp</font>   想象成侦探了。”","Clause Subject","00b6-f979-881d-e687","xiaoming.png","zhangwei.png","other.png"
"prior","18","PR-18","possessor","小明：“张伟把<font color=red> &nbsp?&nbsp</font>的想法忘记了。”","Clause Subject","00b6-f979-881d-e687","xiaoming.png","zhangwei.png","other.png"
"prior","4","PR-4","co-argument","李华：“张伟把<font color=red> &nbsp?&nbsp</font>当成小孩子了。”","Speaker","00b6-f979-881d-e687","lihua.png","zhangwei.png","other.png"
"prior","28","PR-28","possessor","张伟：“小明把<font color=red> &nbsp?&nbsp</font>的秘密告诉了别人。”","Others","00b6-f979-881d-e687","zhangwei.png","xiaoming.png","other.png"
"prior","9","PR-9","co-argument","王刚：“小明把<font color=red> &nbsp?&nbsp</font>锁在教室里了。”","Others","00b6-f979-881d-e687","wanggang.png","xiaoming.png","other.png"
"prior","30","PR-30","possessor","张伟：“李华把<font color=red> &nbsp?&nbsp</font>的文件删除了。”","Speaker","00b6-f979-881d-e687","zhangwei.png","lihua.png","other.png"
"prior","25","PR-25","possessor","李华：“张伟把<font color=red> &nbsp?&nbsp</font>的小狗找回来了。”","Speaker","00b6-f979-881d-e687","lihua.png","zhangwei.png","other.png"
"prior","7","PR-7","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>灌醉了。”","Speaker","00b6-f979-881d-e687","xiaoming.png","lihua.png","other.png"
"prior","19","PR-19","possessor","小明：“王刚把<font color=red> &nbsp?&nbsp</font>的作业遗漏了。”","Clause Subject","00b6-f979-881d-e687","xiaoming.png","wanggang.png","other.png"
"prior","10","PR-10","co-argument","王刚：“小明把<font color=red> &nbsp?&nbsp</font>逼得太紧了。”","Speaker","00b6-f979-881d-e687","wanggang.png","xiaoming.png","other.png"
"prior","17","PR-17","possessor","小明：“李华把<font color=red> &nbsp?&nbsp</font>的演讲稿修改好了。”","Speaker","00b6-f979-881d-e687","xiaoming.png","lihua.png","other.png"
"prior","26","PR-26","possessor","李华：“小明把<font color=red> &nbsp?&nbsp</font>的玩具模型弄坏了。”","Others","00b6-f979-881d-e687","lihua.png","xiaoming.png","other.png"
"prior","22","PR-22","possessor","王刚：“小明把<font color=red> &nbsp?&nbsp</font>的想法表达出来了。”","Others","00b6-f979-881d-e687","wanggang.png","xiaoming.png","other.png"
"prior","3","PR-3","co-argument","李华：“王刚把<font color=red> &nbsp?&nbsp</font>照顾得很好。”","Clause Subject","00b6-f979-881d-e687","lihua.png","wanggang.png","other.png"
"prior","12","PR-12","co-argument","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>气哭了。”","Others","00b6-f979-881d-e687","wanggang.png","zhangwei.png","other.png"
"prior","2","PR-2","co-argument","李华：“王刚把<font color=red> &nbsp?&nbsp</font>出卖了。”","Others","00b6-f979-881d-e687","lihua.png","wanggang.png","other.png"
"prior","29","PR-29","possessor","张伟：“王刚把<font color=red> &nbsp?&nbsp</font>的衣服捐掉了。”","Speaker","00b6-f979-881d-e687","zhangwei.png","wanggang.png","other.png"
"prior","8","PR-8","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>绊倒了。”","Others","00b6-f979-881d-e687","xiaoming.png","lihua.png","other.png"
"prior","24","PR-24","possessor","李华：“王刚把<font color=red> &nbsp?&nbsp</font>的证件弄丢了。”","Clause Subject","00b6-f979-881d-e687","lihua.png","wanggang.png","other.png"
"prior","14","PR-14","co-argument","张伟：“李华把<font color=red> &nbsp?&nbsp</font>弄骨折了。”","Clause Subject","00b6-f979-881d-e687","zhangwei.png","lihua.png","other.png"
"prior","16","PR-16","possessor","小明：“王刚把<font color=red> &nbsp?&nbsp</font>的照片发到了朋友圈。”","Speaker","9354-d05f-fe0a-e6ac","xiaoming.png","wanggang.png","other.png"
"prior","20","PR-20","possessor","王刚：“李华把<font color=red> &nbsp?&nbsp</font>的遭遇讲给了别人听。”","Clause Subject","9354-d05f-fe0a-e6ac","wanggang.png","lihua.png","other.png"
"prior","15","PR-15","co-argument","张伟：“小明把<font color=red> &nbsp?&nbsp</font>逗笑了。”","Speaker","9354-d05f-fe0a-e6ac","zhangwei.png","xiaoming.png","other.png"
"prior","2","PR-2","co-argument","李华：“王刚把<font color=red> &nbsp?&nbsp</font>出卖了。”","Speaker","9354-d05f-fe0a-e6ac","lihua.png","wanggang.png","other.png"
"prior","26","PR-26","possessor","李华：“小明把<font color=red> &nbsp?&nbsp</font>的玩具模型弄坏了。”","Speaker","9354-d05f-fe0a-e6ac","lihua.png","xiaoming.png","other.png"
"prior","21","PR-21","possessor","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>的工作做完了。”","Clause Subject","9354-d05f-fe0a-e6ac","wanggang.png","zhangwei.png","other.png"
"prior","17","PR-17","possessor","小明：“李华把<font color=red> &nbsp?&nbsp</font>的演讲稿修改好了。”","Speaker","9354-d05f-fe0a-e6ac","xiaoming.png","lihua.png","other.png"
"prior","22","PR-22","possessor","王刚：“小明把<font color=red> &nbsp?&nbsp</font>的想法表达出来了。”","Clause Subject","9354-d05f-fe0a-e6ac","wanggang.png","xiaoming.png","other.png"
"prior","5","PR-5","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>弄伤了。”","Speaker","9354-d05f-fe0a-e6ac","xiaoming.png","lihua.png","other.png"
"prior","28","PR-28","possessor","张伟：“小明把<font color=red> &nbsp?&nbsp</font>的秘密告诉了别人。”","Speaker","9354-d05f-fe0a-e6ac","zhangwei.png","xiaoming.png","other.png"
"prior","7","PR-7","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>灌醉了。”","Speaker","9354-d05f-fe0a-e6ac","xiaoming.png","lihua.png","other.png"
"prior","4","PR-4","co-argument","李华：“张伟把<font color=red> &nbsp?&nbsp</font>当成小孩子了。”","Speaker","9354-d05f-fe0a-e6ac","lihua.png","zhangwei.png","other.png"
"prior","10","PR-10","co-argument","王刚：“小明把<font color=red> &nbsp?&nbsp</font>逼得太紧了。”","Others","9354-d05f-fe0a-e6ac","wanggang.png","xiaoming.png","other.png"
"prior","29","PR-29","possessor","张伟：“王刚把<font color=red> &nbsp?&nbsp</font>的衣服捐掉了。”","Clause Subject","9354-d05f-fe0a-e6ac","zhangwei.png","wanggang.png","other.png"
"prior","3","PR-3","co-argument","李华：“王刚把<font color=red> &nbsp?&nbsp</font>照顾得很好。”","Others","9354-d05f-fe0a-e6ac","lihua.png","wanggang.png","other.png"
"prior","13","PR-13","co-argument","张伟：“王刚把<font color=red> &nbsp?&nbsp</font>吓坏了。”","Speaker","9354-d05f-fe0a-e6ac","zhangwei.png","wanggang.png","other.png"
"prior","19","PR-19","possessor","小明：“王刚把<font color=red> &nbsp?&nbsp</font>的作业遗漏了。”","Clause Subject","9354-d05f-fe0a-e6ac","xiaoming.png","wanggang.png","other.png"
"prior","12","PR-12","co-argument","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>气哭了。”","Others","9354-d05f-fe0a-e6ac","wanggang.png","zhangwei.png","other.png"
"prior","8","PR-8","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>绊倒了。”","Speaker","9354-d05f-fe0a-e6ac","xiaoming.png","lihua.png","other.png"
"prior","24","PR-24","possessor","李华：“王刚把<font color=red> &nbsp?&nbsp</font>的证件弄丢了。”","Clause Subject","9354-d05f-fe0a-e6ac","lihua.png","wanggang.png","other.png"
"prior","14","PR-14","co-argument","张伟：“李华把<font color=red> &nbsp?&nbsp</font>弄骨折了。”","Clause Subject","9354-d05f-fe0a-e6ac","zhangwei.png","lihua.png","other.png"
"prior","9","PR-9","co-argument","王刚：“小明把<font color=red> &nbsp?&nbsp</font>锁在教室里了。”","Clause Subject","9354-d05f-fe0a-e6ac","wanggang.png","xiaoming.png","other.png"
"prior","27","PR-27","possessor","李华：“小明把<font color=red> &nbsp?&nbsp</font>的房间打扫干净了。”","Clause Subject","9354-d05f-fe0a-e6ac","lihua.png","xiaoming.png","other.png"
"prior","18","PR-18","possessor","小明：“张伟把<font color=red> &nbsp?&nbsp</font>的想法忘记了。”","Others","9354-d05f-fe0a-e6ac","xiaoming.png","zhangwei.png","other.png"
"prior","25","PR-25","possessor","李华：“张伟把<font color=red> &nbsp?&nbsp</font>的小狗找回来了。”","Clause Subject","9354-d05f-fe0a-e6ac","lihua.png","zhangwei.png","other.png"
"prior","1","PR-1","co-argument","李华：“小明把<font color=red> &nbsp?&nbsp</font>弄糊涂了。”","Clause Subject","9354-d05f-fe0a-e6ac","lihua.png","xiaoming.png","other.png"
"prior","30","PR-30","possessor","张伟：“李华把<font color=red> &nbsp?&nbsp</font>的文件删除了。”","Speaker","9354-d05f-fe0a-e6ac","zhangwei.png","lihua.png","other.png"
"prior","6","PR-6","co-argument","小明：“张伟把   <font color=red> &nbsp?&nbsp</font>   想象成侦探了。”","Clause Subject","9354-d05f-fe0a-e6ac","xiaoming.png","zhangwei.png","other.png"
"prior","11","PR-11","co-argument","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>置于危险中了。”","Clause Subject","9354-d05f-fe0a-e6ac","wanggang.png","zhangwei.png","other.png"
"prior","23","PR-23","possessor","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>的孩子搂在了怀里。”","Clause Subject","9354-d05f-fe0a-e6ac","wanggang.png","zhangwei.png","other.png"
"prior","18","PR-18","possessor","小明：“张伟把<font color=red> &nbsp?&nbsp</font>的想法忘记了。”","Speaker","549c-747d-13c9-c71e","xiaoming.png","zhangwei.png","other.png"
"prior","11","PR-11","co-argument","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>置于危险中了。”","Others","549c-747d-13c9-c71e","wanggang.png","zhangwei.png","other.png"
"prior","27","PR-27","possessor","李华：“小明把<font color=red> &nbsp?&nbsp</font>的房间打扫干净了。”","Clause Subject","549c-747d-13c9-c71e","lihua.png","xiaoming.png","other.png"
"prior","14","PR-14","co-argument","张伟：“李华把<font color=red> &nbsp?&nbsp</font>弄骨折了。”","Others","549c-747d-13c9-c71e","zhangwei.png","lihua.png","other.png"
"prior","13","PR-13","co-argument","张伟：“王刚把<font color=red> &nbsp?&nbsp</font>吓坏了。”","Speaker","549c-747d-13c9-c71e","zhangwei.png","wanggang.png","other.png"
"prior","17","PR-17","possessor","小明：“李华把<font color=red> &nbsp?&nbsp</font>的演讲稿修改好了。”","Clause Subject","549c-747d-13c9-c71e","xiaoming.png","lihua.png","other.png"
"prior","28","PR-28","possessor","张伟：“小明把<font color=red> &nbsp?&nbsp</font>的秘密告诉了别人。”","Speaker","549c-747d-13c9-c71e","zhangwei.png","xiaoming.png","other.png"
"prior","26","PR-26","possessor","李华：“小明把<font color=red> &nbsp?&nbsp</font>的玩具模型弄坏了。”","Speaker","549c-747d-13c9-c71e","lihua.png","xiaoming.png","other.png"
"prior","8","PR-8","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>绊倒了。”","Others","549c-747d-13c9-c71e","xiaoming.png","lihua.png","other.png"
"prior","1","PR-1","co-argument","李华：“小明把<font color=red> &nbsp?&nbsp</font>弄糊涂了。”","Clause Subject","549c-747d-13c9-c71e","lihua.png","xiaoming.png","other.png"
"prior","10","PR-10","co-argument","王刚：“小明把<font color=red> &nbsp?&nbsp</font>逼得太紧了。”","Clause Subject","549c-747d-13c9-c71e","wanggang.png","xiaoming.png","other.png"
"prior","9","PR-9","co-argument","王刚：“小明把<font color=red> &nbsp?&nbsp</font>锁在教室里了。”","Others","549c-747d-13c9-c71e","wanggang.png","xiaoming.png","other.png"
"prior","23","PR-23","possessor","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>的孩子搂在了怀里。”","Clause Subject","549c-747d-13c9-c71e","wanggang.png","zhangwei.png","other.png"
"prior","24","PR-24","possessor","李华：“王刚把<font color=red> &nbsp?&nbsp</font>的证件弄丢了。”","Clause Subject","549c-747d-13c9-c71e","lihua.png","wanggang.png","other.png"
"prior","25","PR-25","possessor","李华：“张伟把<font color=red> &nbsp?&nbsp</font>的小狗找回来了。”","Others","549c-747d-13c9-c71e","lihua.png","zhangwei.png","other.png"
"prior","16","PR-16","possessor","小明：“王刚把<font color=red> &nbsp?&nbsp</font>的照片发到了朋友圈。”","Clause Subject","549c-747d-13c9-c71e","xiaoming.png","wanggang.png","other.png"
"prior","3","PR-3","co-argument","李华：“王刚把<font color=red> &nbsp?&nbsp</font>照顾得很好。”","Clause Subject","549c-747d-13c9-c71e","lihua.png","wanggang.png","other.png"
"prior","2","PR-2","co-argument","李华：“王刚把<font color=red> &nbsp?&nbsp</font>出卖了。”","Speaker","549c-747d-13c9-c71e","lihua.png","wanggang.png","other.png"
"prior","20","PR-20","possessor","王刚：“李华把<font color=red> &nbsp?&nbsp</font>的遭遇讲给了别人听。”","Clause Subject","549c-747d-13c9-c71e","wanggang.png","lihua.png","other.png"
"prior","29","PR-29","possessor","张伟：“王刚把<font color=red> &nbsp?&nbsp</font>的衣服捐掉了。”","Clause Subject","549c-747d-13c9-c71e","zhangwei.png","wanggang.png","other.png"
"prior","5","PR-5","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>弄伤了。”","Clause Subject","549c-747d-13c9-c71e","xiaoming.png","lihua.png","other.png"
"prior","21","PR-21","possessor","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>的工作做完了。”","Clause Subject","549c-747d-13c9-c71e","wanggang.png","zhangwei.png","other.png"
"prior","19","PR-19","possessor","小明：“王刚把<font color=red> &nbsp?&nbsp</font>的作业遗漏了。”","Clause Subject","549c-747d-13c9-c71e","xiaoming.png","wanggang.png","other.png"
"prior","6","PR-6","co-argument","小明：“张伟把   <font color=red> &nbsp?&nbsp</font>   想象成侦探了。”","Clause Subject","549c-747d-13c9-c71e","xiaoming.png","zhangwei.png","other.png"
"prior","22","PR-22","possessor","王刚：“小明把<font color=red> &nbsp?&nbsp</font>的想法表达出来了。”","Clause Subject","549c-747d-13c9-c71e","wanggang.png","xiaoming.png","other.png"
"prior","15","PR-15","co-argument","张伟：“小明把<font color=red> &nbsp?&nbsp</font>逗笑了。”","Clause Subject","549c-747d-13c9-c71e","zhangwei.png","xiaoming.png","other.png"
"prior","7","PR-7","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>灌醉了。”","Clause Subject","549c-747d-13c9-c71e","xiaoming.png","lihua.png","other.png"
"prior","30","PR-30","possessor","张伟：“李华把<font color=red> &nbsp?&nbsp</font>的文件删除了。”","Clause Subject","549c-747d-13c9-c71e","zhangwei.png","lihua.png","other.png"
"prior","12","PR-12","co-argument","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>气哭了。”","Others","549c-747d-13c9-c71e","wanggang.png","zhangwei.png","other.png"
"prior","4","PR-4","co-argument","李华：“张伟把<font color=red> &nbsp?&nbsp</font>当成小孩子了。”","Clause Subject","549c-747d-13c9-c71e","lihua.png","zhangwei.png","other.png"
"prior","13","PR-13","co-argument","张伟：“王刚把<font color=red> &nbsp?&nbsp</font>吓坏了。”","Speaker","4ccd-8118-86ed-ae02","zhangwei.png","wanggang.png","other.png"
"prior","11","PR-11","co-argument","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>置于危险中了。”","Others","4ccd-8118-86ed-ae02","wanggang.png","zhangwei.png","other.png"
"prior","8","PR-8","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>绊倒了。”","Speaker","4ccd-8118-86ed-ae02","xiaoming.png","lihua.png","other.png"
"prior","12","PR-12","co-argument","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>气哭了。”","Others","4ccd-8118-86ed-ae02","wanggang.png","zhangwei.png","other.png"
"prior","27","PR-27","possessor","李华：“小明把<font color=red> &nbsp?&nbsp</font>的房间打扫干净了。”","Clause Subject","4ccd-8118-86ed-ae02","lihua.png","xiaoming.png","other.png"
"prior","14","PR-14","co-argument","张伟：“李华把<font color=red> &nbsp?&nbsp</font>弄骨折了。”","Speaker","4ccd-8118-86ed-ae02","zhangwei.png","lihua.png","other.png"
"prior","26","PR-26","possessor","李华：“小明把<font color=red> &nbsp?&nbsp</font>的玩具模型弄坏了。”","Speaker","4ccd-8118-86ed-ae02","lihua.png","xiaoming.png","other.png"
"prior","17","PR-17","possessor","小明：“李华把<font color=red> &nbsp?&nbsp</font>的演讲稿修改好了。”","Clause Subject","4ccd-8118-86ed-ae02","xiaoming.png","lihua.png","other.png"
"prior","24","PR-24","possessor","李华：“王刚把<font color=red> &nbsp?&nbsp</font>的证件弄丢了。”","Clause Subject","4ccd-8118-86ed-ae02","lihua.png","wanggang.png","other.png"
"prior","4","PR-4","co-argument","李华：“张伟把<font color=red> &nbsp?&nbsp</font>当成小孩子了。”","Clause Subject","4ccd-8118-86ed-ae02","lihua.png","zhangwei.png","other.png"
"prior","30","PR-30","possessor","张伟：“李华把<font color=red> &nbsp?&nbsp</font>的文件删除了。”","Others","4ccd-8118-86ed-ae02","zhangwei.png","lihua.png","other.png"
"prior","3","PR-3","co-argument","李华：“王刚把<font color=red> &nbsp?&nbsp</font>照顾得很好。”","Clause Subject","4ccd-8118-86ed-ae02","lihua.png","wanggang.png","other.png"
"prior","10","PR-10","co-argument","王刚：“小明把<font color=red> &nbsp?&nbsp</font>逼得太紧了。”","Others","4ccd-8118-86ed-ae02","wanggang.png","xiaoming.png","other.png"
"prior","23","PR-23","possessor","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>的孩子搂在了怀里。”","Clause Subject","4ccd-8118-86ed-ae02","wanggang.png","zhangwei.png","other.png"
"prior","9","PR-9","co-argument","王刚：“小明把<font color=red> &nbsp?&nbsp</font>锁在教室里了。”","Clause Subject","4ccd-8118-86ed-ae02","wanggang.png","xiaoming.png","other.png"
"prior","2","PR-2","co-argument","李华：“王刚把<font color=red> &nbsp?&nbsp</font>出卖了。”","Others","4ccd-8118-86ed-ae02","lihua.png","wanggang.png","other.png"
"prior","16","PR-16","possessor","小明：“王刚把<font color=red> &nbsp?&nbsp</font>的照片发到了朋友圈。”","Others","4ccd-8118-86ed-ae02","xiaoming.png","wanggang.png","other.png"
"prior","20","PR-20","possessor","王刚：“李华把<font color=red> &nbsp?&nbsp</font>的遭遇讲给了别人听。”","Others","4ccd-8118-86ed-ae02","wanggang.png","lihua.png","other.png"
"prior","18","PR-18","possessor","小明：“张伟把<font color=red> &nbsp?&nbsp</font>的想法忘记了。”","Clause Subject","4ccd-8118-86ed-ae02","xiaoming.png","zhangwei.png","other.png"
"prior","25","PR-25","possessor","李华：“张伟把<font color=red> &nbsp?&nbsp</font>的小狗找回来了。”","Speaker","4ccd-8118-86ed-ae02","lihua.png","zhangwei.png","other.png"
"prior","1","PR-1","co-argument","李华：“小明把<font color=red> &nbsp?&nbsp</font>弄糊涂了。”","Speaker","4ccd-8118-86ed-ae02","lihua.png","xiaoming.png","other.png"
"prior","29","PR-29","possessor","张伟：“王刚把<font color=red> &nbsp?&nbsp</font>的衣服捐掉了。”","Clause Subject","4ccd-8118-86ed-ae02","zhangwei.png","wanggang.png","other.png"
"prior","19","PR-19","possessor","小明：“王刚把<font color=red> &nbsp?&nbsp</font>的作业遗漏了。”","Others","4ccd-8118-86ed-ae02","xiaoming.png","wanggang.png","other.png"
"prior","15","PR-15","co-argument","张伟：“小明把<font color=red> &nbsp?&nbsp</font>逗笑了。”","Others","4ccd-8118-86ed-ae02","zhangwei.png","xiaoming.png","other.png"
"prior","22","PR-22","possessor","王刚：“小明把<font color=red> &nbsp?&nbsp</font>的想法表达出来了。”","Clause Subject","4ccd-8118-86ed-ae02","wanggang.png","xiaoming.png","other.png"
"prior","7","PR-7","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>灌醉了。”","Speaker","4ccd-8118-86ed-ae02","xiaoming.png","lihua.png","other.png"
"prior","6","PR-6","co-argument","小明：“张伟把   <font color=red> &nbsp?&nbsp</font>   想象成侦探了。”","Clause Subject","4ccd-8118-86ed-ae02","xiaoming.png","zhangwei.png","other.png"
"prior","5","PR-5","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>弄伤了。”","Others","4ccd-8118-86ed-ae02","xiaoming.png","lihua.png","other.png"
"prior","28","PR-28","possessor","张伟：“小明把<font color=red> &nbsp?&nbsp</font>的秘密告诉了别人。”","Others","4ccd-8118-86ed-ae02","zhangwei.png","xiaoming.png","other.png"
"prior","21","PR-21","possessor","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>的工作做完了。”","Clause Subject","4ccd-8118-86ed-ae02","wanggang.png","zhangwei.png","other.png"
"prior","21","PR-21","possessor","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>的工作做完了。”","Others","d3ec-1508-c0c1-58cd","wanggang.png","zhangwei.png","other.png"
"prior","7","PR-7","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>灌醉了。”","Others","d3ec-1508-c0c1-58cd","xiaoming.png","lihua.png","other.png"
"prior","9","PR-9","co-argument","王刚：“小明把<font color=red> &nbsp?&nbsp</font>锁在教室里了。”","Speaker","d3ec-1508-c0c1-58cd","wanggang.png","xiaoming.png","other.png"
"prior","2","PR-2","co-argument","李华：“王刚把<font color=red> &nbsp?&nbsp</font>出卖了。”","Speaker","d3ec-1508-c0c1-58cd","lihua.png","wanggang.png","other.png"
"prior","8","PR-8","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>绊倒了。”","Others","d3ec-1508-c0c1-58cd","xiaoming.png","lihua.png","other.png"
"prior","10","PR-10","co-argument","王刚：“小明把<font color=red> &nbsp?&nbsp</font>逼得太紧了。”","Others","d3ec-1508-c0c1-58cd","wanggang.png","xiaoming.png","other.png"
"prior","15","PR-15","co-argument","张伟：“小明把<font color=red> &nbsp?&nbsp</font>逗笑了。”","Speaker","d3ec-1508-c0c1-58cd","zhangwei.png","xiaoming.png","other.png"
"prior","3","PR-3","co-argument","李华：“王刚把<font color=red> &nbsp?&nbsp</font>照顾得很好。”","Others","d3ec-1508-c0c1-58cd","lihua.png","wanggang.png","other.png"
"prior","24","PR-24","possessor","李华：“王刚把<font color=red> &nbsp?&nbsp</font>的证件弄丢了。”","Others","d3ec-1508-c0c1-58cd","lihua.png","wanggang.png","other.png"
"prior","20","PR-20","possessor","王刚：“李华把<font color=red> &nbsp?&nbsp</font>的遭遇讲给了别人听。”","Speaker","d3ec-1508-c0c1-58cd","wanggang.png","lihua.png","other.png"
"prior","17","PR-17","possessor","小明：“李华把<font color=red> &nbsp?&nbsp</font>的演讲稿修改好了。”","Clause Subject","d3ec-1508-c0c1-58cd","xiaoming.png","lihua.png","other.png"
"prior","30","PR-30","possessor","张伟：“李华把<font color=red> &nbsp?&nbsp</font>的文件删除了。”","Speaker","d3ec-1508-c0c1-58cd","zhangwei.png","lihua.png","other.png"
"prior","29","PR-29","possessor","张伟：“王刚把<font color=red> &nbsp?&nbsp</font>的衣服捐掉了。”","Clause Subject","d3ec-1508-c0c1-58cd","zhangwei.png","wanggang.png","other.png"
"prior","4","PR-4","co-argument","李华：“张伟把<font color=red> &nbsp?&nbsp</font>当成小孩子了。”","Speaker","d3ec-1508-c0c1-58cd","lihua.png","zhangwei.png","other.png"
"prior","12","PR-12","co-argument","王刚：“张伟把<font color=red> &nbsp?&nbsp</font>气哭了。”","Speaker","d3ec-1508-c0c1-58cd","wanggang.png","zhangwei.png","other.png"
"prior","22","PR-22","possessor","王刚：“小明把<font color=red> &nbsp?&nbsp</font>的想法表达出来了。”","Speaker","d3ec-1508-c0c1-58cd","wanggang.png","xiaoming.png","other.png"
"prior","16","PR-16","possessor","小明：“王刚把<font color=red> &nbsp?&nbsp</font>的照片发到了朋友圈。”","Clause Subject","d3ec-1508-c0c1-58cd","xiaoming.png","wanggang.png","other.png"
"prior","13","PR-13","co-argument","张伟：“王刚把<font color=red> &nbsp?&nbsp</font>吓坏了。”","Speaker","d3ec-1508-c0c1-58cd","zhangwei.png","wanggang.png","other.png"
"prior","27","PR-27","possessor","李华：“小明把<font color=red> &nbsp?&nbsp</font>的房间打扫干净了。”","Clause Subject","d3ec-1508-c0c1-58cd","lihua.png","xiaoming.png","other.png"
"prior","18","PR-18","possessor","小明：“张伟把<font color=red> &nbsp?&nbsp</font>的想法忘记了。”","Clause Subject","d3ec-1508-c0c1-58cd","xiaoming.png","zhangwei.png","other.png"
"prior","6","PR-6","co-argument","小明：“张伟把   <font color=red> &nbsp?&nbsp</font>   想象成侦探了。”","Speaker","d3ec-1508-c0c1-58cd","xiaoming.png","zhangwei.png","other.png"
"prior","14","PR-14","co-argument","张伟：“李华把<font color=red> &nbsp?&nbsp</font>弄骨折了。”","Speaker","d3ec-1508-c0c1-58cd","zhangwei.png","lihua.png","other.png"
"prior","26","PR-26","possessor","李华：“小明把<font color=red> &nbsp?&nbsp</font>的玩具模型弄坏了。”","Speaker","d3ec-1508-c0c1-58cd","lihua.png","xiaoming.png","other.png"
"prior","5","PR-5","co-argument","小明：“李华把<font color=red> &nbsp?&nbsp</font>弄伤了。”","Speaker","d3ec-1508-c0c1-58cd","xiaoming.png","lihua.png","other.png"
"prior","1","PR-1","co-argument","李华：“小明把<font color=red> &nbsp?&nbsp</font>弄糊涂了。”","Speaker","d3ec-1508-c0c1-58cd","lihua.png","xiaoming.png","other.png"
"prior","25","PR-25","possessor","李华：“张伟把<font color=red> &nbsp?&nbsp</font>的小狗找回来了。”","Speaker","d3ec-1508-c0c1-58cd","lihua.png","zhangwei.png","other.png"
